,@diffgr:id,@msdata:rowOrder,NomeEstacao,CodEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
2375,Table2376,2375,UEL VIGÁRIO CANAL,58351000,5,58,00008 - LIGHT - Light Energia S.A,00008 - LIGHT - Light Energia S.A,PIRAÍ-RJ,-22.68280,-43.87310,392.00,58381400,RESERVATÓRIO DE VIGÁRIO,Setor Elétrico,Ativo
2376,Table2377,2376,"UEL VIGÁRIO DESCARGA D""ÁGUA",58351500,5,58,00008 - LIGHT - Light Energia S.A,00008 - LIGHT - Light Energia S.A,PIRAÍ-RJ,-22.63000,-43.89500,395.00,58381000,RIO PIRAÍ,Setor Elétrico,Ativo
2377,Table2378,2377,"UEL VIGÁRIO TOMADA D""ÁGUA",58352000,5,58,00008 - LIGHT - Light Energia S.A,00008 - LIGHT - Light Energia S.A,PIRAÍ-RJ,-22.62890,-43.89500,363.00,58381000,RIO PIRAÍ,Setor Elétrico,Ativo
2378,Table2379,2378,UEL SANTA CECÍLIA RES. SANTANA BARRAMENTO,58358000,5,58,00008 - LIGHT - Light Energia S.A,00008 - LIGHT - Light Energia S.A,BARRA DO PIRAÍ-RJ,-22.53140,-43.81860,363.00,58381000,RIO PIRAÍ,Setor Elétrico,Ativo
2379,Table2380,2379,UEL SANTA CECÍLIA BARRA DO PIRAÍ,58370000,5,58,00008 - LIGHT - Light Energia S.A,00008 - LIGHT - Light Energia S.A,BARRA DO PIRAÍ-RJ,-22.45000,-43.79720,346.00,58001000,RIO PARAÍBA DO SUL,Setor Elétrico,Ativo
2380,Table2381,2380,JAVARY,58375000,5,58,00438 - INEA-RJ - Instituto Estadual do Ambiente,00438 - INEA-RJ - Instituto Estadual do Ambiente,MIGUEL PEREIRA-RJ,-22.46830,-43.49000,0.00,58384800,RIO DO SACO,RHN,Ativo
2381,Table2382,2381,MIGUEL PEREIRA,58378000,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00438 - INEA-RJ - Instituto Estadual do Ambiente,MIGUEL PEREIRA-RJ,-22.44444,-43.44667,599.02,58384800,RIO DO SACO,RHN,Ativo
2382,Table2383,2382,PARAÍBA DO SUL,58380001,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,PARAÍBA DO SUL-RJ,-22.16280,-43.28640,280.00,58001000,RIO PARAÍBA DO SUL,RHN,Ativo
2383,Table2384,2383,UHE ILHA DOS POMBOS TRÊS RIOS,58385000,5,58,00008 - LIGHT - Light Energia S.A,00008 - LIGHT - Light Energia S.A,TRÊS RIOS-RJ,-22.11970,-43.20750,260.00,58001000,RIO PARAÍBA DO SUL,Setor Elétrico,Ativo
2384,Table2385,2384,UHE SIMPLÍCIO MONTANTE,58385100,5,58,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,TRÊS RIOS-RJ,-22.11640,-43.20030,0.00,58001000,RIO PARAÍBA DO SUL,Setor Elétrico,Ativo
2385,Table2386,2385,PETRÓPOLIS,58400020,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00438 - INEA-RJ - Instituto Estadual do Ambiente,PETRÓPOLIS-RJ,-22.51917,-43.18722,824.20,58500800,RIO QUITANDINHA,RHN,Ativo
2386,Table2387,2386,ROCIO 2 - PONTE,58400212,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00338 - COPPE/UFRJ - COPPE/UFRJ,PETRÓPOLIS-RJ,-22.47750,-43.25690,0.00,58720500,CÓRREGO DA CIDADE,RHN,Ativo
2387,Table2388,2387,PEDRO DO RIO,58405000,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,PETRÓPOLIS-RJ,-22.33190,-43.13170,645.00,58400000,RIO PIABANHA,RHN,Ativo
2388,Table2389,2388,TERESÓPOLIS - PAQUEQUER,58410000,5,58,00438 - INEA-RJ - Instituto Estadual do Ambiente,00438 - INEA-RJ - Instituto Estadual do Ambiente,TERESÓPOLIS-RJ,-22.43060,-42.97640,885.00,58410000,RIO PAQUEQUER,RHN,Ativo
2389,Table2390,2389,PCH POÇO FUNDO BARRAMENTO,58421000,5,58,00740 - POÇO FUNDO - Poço Fundo Energia S.A,00740 - POÇO FUNDO - Poço Fundo Energia S.A,SÃO JOSÉ DO VALE DO RIO PRETO-RJ,-22.18920,-42.89140,0.00,58411000,RIO PRETO,Setor Elétrico,Ativo
2390,Table2391,2390,PCH POÇO FUNDO JUSANTE,58421100,5,58,00740 - POÇO FUNDO - Poço Fundo Energia S.A,00740 - POÇO FUNDO - Poço Fundo Energia S.A,SÃO JOSÉ DO VALE DO RIO PRETO-RJ,-22.16390,-42.89170,0.00,58411000,RIO PRETO,Setor Elétrico,Ativo
2391,Table2392,2391,PCH AREAL BARRAMENTO,58428000,5,58,00470 - QUANTA - Quanta Geração S.A.,00470 - QUANTA - Quanta Geração S.A.,AREAL-RJ,-22.22610,-43.07810,520.00,58411000,RIO PRETO,Setor Elétrico,Ativo
2392,Table2393,2392,PCH AREAL JUSANTE,58429000,5,58,00470 - QUANTA - Quanta Geração S.A.,00470 - QUANTA - Quanta Geração S.A.,AREAL-RJ,-22.22440,-43.09140,445.00,58411000,RIO PRETO,Setor Elétrico,Ativo
2393,Table2394,2393,PCH PIABANHA BARRAMENTO,58429500,5,58,00470 - QUANTA - Quanta Geração S.A.,00470 - QUANTA - Quanta Geração S.A.,AREAL-RJ,-22.20940,-43.13860,368.00,58400000,RIO PIABANHA,Setor Elétrico,Ativo
2394,Table2395,2394,PCH PIABANHA JUSANTE,58430000,5,58,00470 - QUANTA - Quanta Geração S.A.,00470 - QUANTA - Quanta Geração S.A.,AREAL-RJ,-22.20000,-43.15640,318.00,58400000,RIO PIABANHA,Setor Elétrico,Ativo
2395,Table2396,2395,PCH SECRETÁRIO MONTANTE,58433900,5,58,01083 - SECRETÁRIO - Secretário Energia S.A.,01083 - SECRETÁRIO - Secretário Energia S.A.,AREAL-RJ,-22.29970,-43.17890,509.00,58412000,RIO FAGUNDES,Setor Elétrico,Ativo
2396,Table2397,2396,PCH SECRETÁRIO BARRAMENTO,58433950,5,58,01083 - SECRETÁRIO - Secretário Energia S.A.,01083 - SECRETÁRIO - Secretário Energia S.A.,AREAL-RJ,-22.29940,-43.17750,541.00,58412000,RIO FAGUNDES,Setor Elétrico,Ativo
2397,Table2398,2397,PCH FAGUNDES BARRAMENTO,58434500,5,58,00470 - QUANTA - Quanta Geração S.A.,00470 - QUANTA - Quanta Geração S.A.,PARAÍBA DO SUL-RJ,-22.21830,-43.16530,436.00,58412000,RIO FAGUNDES,Setor Elétrico,Ativo
2398,Table2399,2398,PCH FAGUNDES JUSANTE,58435000,5,58,00470 - QUANTA - Quanta Geração S.A.,00470 - QUANTA - Quanta Geração S.A.,PARAÍBA DO SUL-RJ,-22.20420,-43.16000,0.00,58412000,RIO FAGUNDES,Setor Elétrico,Ativo
2399,Table2400,2399,UHE SIMPLÍCIO MOURA BRASIL,58440000,5,58,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,TRÊS RIOS-RJ,-22.14030,-43.15420,278.00,58400000,RIO PIABANHA,Setor Elétrico,Ativo
2400,Table2401,2400,UHE ILHA DOS POMBOS FAZENDA BARREIRA,58442000,5,58,00008 - LIGHT - Light Energia S.A,00008 - LIGHT - Light Energia S.A,TRÊS RIOS-RJ,-22.14140,-43.15860,191.00,58400000,RIO PIABANHA,Setor Elétrico,Ativo
2401,Table2402,2401,PCH MARMELOS MONTANTE 2,58470800,5,58,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,JUIZ DE FORA-MG,-21.71890,-43.39470,680.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2402,Table2403,2402,PCH MARMELOS MONTANTE 1,58480501,5,58,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,JUIZ DE FORA-MG,-21.77780,-43.32560,0.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2403,Table2404,2403,PCH MARMELOS BARRAMENTO,58487000,5,58,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,JUIZ DE FORA-MG,-21.78690,-43.31030,0.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2404,Table2405,2404,PCH JOASAL BARRAMENTO,58489000,5,58,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,JUIZ DE FORA-MG,-21.79640,-43.29720,0.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2405,Table2406,2405,PCH JOASAL JUSANTE,58489010,5,58,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,JUIZ DE FORA-MG,-21.80560,-43.31140,529.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2406,Table2407,2406,PCH PACIÊNCIA BARRAMENTO,58490000,5,58,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,MATIAS BARBOSA-MG,-21.84530,-43.33940,0.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2407,Table2408,2407,PCH PACIÊNCIA JUSANTE,58490100,5,58,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,MATIAS BARBOSA-MG,-21.85780,-43.33390,0.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2408,Table2409,2408,CGH CACHOEIRA DO BRUMADO BARRAMENTO,58495000,5,58,00344 - CBR - Cachoeira do Brumado Energia Elétrica LTDA.,00344 - CBR - Cachoeira do Brumado Energia Elétrica LTDA.,LIMA DUARTE-MG,-21.85080,-43.88970,793.00,58520100,RIO BRUMADO,Setor Elétrico,Ativo
2409,Table2410,2409,CGH CACHOEIRA DO BRUMADO JUSANTE,58497000,5,58,00344 - CBR - Cachoeira do Brumado Energia Elétrica LTDA.,00344 - CBR - Cachoeira do Brumado Energia Elétrica LTDA.,LIMA DUARTE-MG,-21.85280,-43.88860,768.00,58520100,RIO BRUMADO,Setor Elétrico,Ativo
2410,Table2411,2410,UHE PICADA MONTANTE 2,58512030,5,58,00280 - L.D.Q.S.P.E. - L.D.Q.S.P.E. Geração de Energia e Participaçõ...,00280 - L.D.Q.S.P.E. - L.D.Q.S.P.E. Geração de Energia e Participaçõ...,JUIZ DE FORA-MG,-21.74970,-43.68030,684.00,58520000,RIO DO PEIXE,Setor Elétrico,Ativo
2411,Table2412,2411,UHE PICADA MONTANTE 1,58512040,5,58,00280 - L.D.Q.S.P.E. - L.D.Q.S.P.E. Geração de Energia e Participaçõ...,00280 - L.D.Q.S.P.E. - L.D.Q.S.P.E. Geração de Energia e Participaçõ...,JUIZ DE FORA-MG,-21.77670,-43.60440,673.00,58520000,RIO DO PEIXE,Setor Elétrico,Ativo
2412,Table2413,2412,UHE PICADA BARRAMENTO,58512075,5,58,00280 - L.D.Q.S.P.E. - L.D.Q.S.P.E. Geração de Energia e Participaçõ...,00280 - L.D.Q.S.P.E. - L.D.Q.S.P.E. Geração de Energia e Participaçõ...,JUIZ DE FORA-MG,-21.88470,-43.54000,659.00,58520000,RIO DO PEIXE,Setor Elétrico,Ativo
2413,Table2414,2413,UHE PICADA JUSANTE,58512080,5,58,00280 - L.D.Q.S.P.E. - L.D.Q.S.P.E. Geração de Energia e Participaçõ...,00280 - L.D.Q.S.P.E. - L.D.Q.S.P.E. Geração de Energia e Participaçõ...,JUIZ DE FORA-MG,-21.91060,-43.53610,537.00,58520000,RIO DO PEIXE,Setor Elétrico,Ativo
2414,Table2415,2414,UHE SOBRAGI MONTANTE 2,58517000,5,58,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,MATIAS BARBOSA-MG,-21.87690,-43.32690,473.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2415,Table2416,2415,UHE SOBRAGI MONTANTE 1,58519030,5,58,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,SIMÃO PEREIRA-MG,-21.92440,-43.34920,467.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2416,Table2417,2416,PCH MONTE SERRAT MONTANTE 2,58519050,5,58,00425 - M. SERRAT - Monte Serrat Energética S.A,00425 - M. SERRAT - Monte Serrat Energética S.A,BELMIRO BRAGA-MG,-21.96750,-43.37360,447.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2417,Table2418,2417,SOBRAJI,58520000,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,BELMIRO BRAGA-MG,-21.96670,-43.37440,450.00,58500000,RIO PARAÍBUNA,RHN,Ativo
2418,Table2419,2418,UHE SOBRAGI BARRAMENTO,58521080,5,58,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,BELMIRO BRAGA-MG,-21.97830,-43.36330,437.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2419,Table2420,2419,UHE SOBRAGI JUSANTE,58521085,5,58,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,JUIZ DE FORA-MG,-21.98310,-43.34890,367.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2420,Table2421,2420,PONTE DO SOUZA,58530000,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,RESENDE-RJ,-22.27080,-44.39000,919.00,58550000,RIO PRETO,RHN,Ativo
2421,Table2422,2421,PCH PAES LEME BARRAMENTO,58536000,5,58,01029 - GESM - Geração de Energia Sul de Minas S.A.,01029 - GESM - Geração de Energia Sul de Minas S.A.,PASSA VINTE-MG,-22.18060,-44.27780,1014.00,58550100,RIO BANANAL,Setor Elétrico,Ativo
2422,Table2423,2422,PCH PAES LEME JUSANTE,58536500,5,58,01029 - GESM - Geração de Energia Sul de Minas S.A.,01029 - GESM - Geração de Energia Sul de Minas S.A.,PASSA VINTE-MG,-22.18500,-44.26690,803.00,58550100,RIO BANANAL,Setor Elétrico,Ativo
2423,Table2424,2423,PCH AREAL BARRAMENTO,58543000,5,58,00336 - IGUAÇU MINAS - Iguaçu Minas Energética Ltda.,00336 - IGUAÇU MINAS - Iguaçu Minas Energética Ltda.,SANTA RITA DO JACUTINGA-MG,-22.15310,-44.09030,481.00,58550100,RIO BANANAL,Setor Elétrico,Ativo
2424,Table2425,2424,PCH AREAL JUSANTE,58544000,5,58,00336 - IGUAÇU MINAS - Iguaçu Minas Energética Ltda.,00336 - IGUAÇU MINAS - Iguaçu Minas Energética Ltda.,SANTA RITA DO JACUTINGA-MG,-22.15690,-44.08530,474.00,58550100,RIO BANANAL,Setor Elétrico,Ativo
2425,Table2426,2425,PCH MELLO BARRAMENTO,58548400,5,58,00081 - VALE - Vale S.A.,00081 - VALE - Vale S.A.,RIO PRETO-MG,-22.03970,-43.78000,597.00,58361500,RIBEIRÃO SANTANA,Setor Elétrico,Ativo
2426,Table2427,2426,PCH MELLO JUSANTE,58548500,5,58,00081 - VALE - Vale S.A.,00081 - VALE - Vale S.A.,RIO PRETO-MG,-22.04000,-43.76810,458.00,58361500,RIBEIRÃO SANTANA,Setor Elétrico,Ativo
2427,Table2428,2427,PCH MONTE SERRAT RIO PRETO,58551000,5,58,00425 - M. SERRAT - Monte Serrat Energética S.A,00425 - M. SERRAT - Monte Serrat Energética S.A,RIO PRETO-MG,-22.08580,-43.81830,423.00,58550000,RIO PRETO,Setor Elétrico,Ativo
2428,Table2429,2428,RIO DAS FLORES,58583000,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00438 - INEA-RJ - Instituto Estadual do Ambiente,RIO DAS FLORES-RJ,-22.16833,-43.58694,503.60,58551200,RIBEIRÃO MANOEL PEREIRA,RHN,Ativo
2429,Table2430,2429,MANUEL DUARTE,58585000,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,RIO DAS FLORES-RJ,-22.08440,-43.55890,395.00,58550000,RIO PRETO,RHN,Ativo
2430,Table2431,2430,PCH MONTE SERRAT MANOEL DUARTE,58586000,5,58,00425 - M. SERRAT - Monte Serrat Energética S.A,00425 - M. SERRAT - Monte Serrat Energética S.A,RIO DAS FLORES-RJ,-22.08470,-43.56000,387.00,58550000,RIO PRETO,Setor Elétrico,Ativo
2431,Table2432,2431,PCH MONTE SERRAT MONTANTE 1,58591000,5,58,00425 - M. SERRAT - Monte Serrat Energética S.A,00425 - M. SERRAT - Monte Serrat Energética S.A,SIMÃO PEREIRA-MG,-22.00500,-43.32110,336.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2432,Table2433,2432,PCH MONTE SERRAT BARRAMENTO,58593700,5,58,00425 - M. SERRAT - Monte Serrat Energética S.A,00425 - M. SERRAT - Monte Serrat Energética S.A,COMENDADOR LEVY GASPARIAN-RJ,-22.02140,-43.29920,331.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2433,Table2434,2433,PCH MONTE SERRAT JUSANTE,58593800,5,58,00425 - M. SERRAT - Monte Serrat Energética S.A,00425 - M. SERRAT - Monte Serrat Energética S.A,COMENDADOR LEVY GASPARIAN-RJ,-22.01420,-43.28310,316.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2434,Table2435,2434,PCH BONFANTE BARRAMENTO,58593900,5,58,00409 - BONFANTE - Bonfante Energética S.A,00409 - BONFANTE - Bonfante Energética S.A,SIMÃO PEREIRA-MG,-22.01110,-43.26940,313.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2435,Table2436,2435,PCH BONFANTE JUSANTE,58594000,5,58,00409 - BONFANTE - Bonfante Energética S.A,00409 - BONFANTE - Bonfante Energética S.A,SIMÃO PEREIRA-MG,-22.00750,-43.26220,303.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2436,Table2437,2436,PCH SANTA FÉ I BARRAMENTO,58610400,5,58,00780 - SF ENERGÉTICA - Santa Fé Energética S.A,00780 - SF ENERGÉTICA - Santa Fé Energética S.A,TRÊS RIOS-RJ,-22.07750,-43.15640,294.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2437,Table2438,2437,PCH SANTA FÉ I JUSANTE,58610500,5,58,00780 - SF ENERGÉTICA - Santa Fé Energética S.A,00780 - SF ENERGÉTICA - Santa Fé Energética S.A,COMENDADOR LEVY GASPARIAN-RJ,-22.08080,-43.15170,259.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2438,Table2439,2438,UHE SIMPLÍCIO RIO PARAIBUNA,58612000,5,58,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,CHIADOR-MG,-22.09140,-43.14530,268.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2439,Table2440,2439,UHE ILHA DOS POMBOS FAZENDA PIRACEMA,58620000,5,58,00008 - LIGHT - Light Energia S.A,00008 - LIGHT - Light Energia S.A,TRÊS RIOS-RJ,-22.08640,-43.15110,256.00,58500000,RIO PARAÍBUNA,Setor Elétrico,Ativo
2440,Table2441,2440,UHE SIMPLÍCIO RESERVATÓRIO ANTA,58630010,5,58,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,SAPUCAIA-RJ,-22.03250,-43.00250,0.00,58001000,RIO PARAÍBA DO SUL,Setor Elétrico,Ativo
2441,Table2442,2441,UHE SIMPLÍCIO ANTA JUSANTE,58630030,5,58,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,SAPUCAIA-RJ,-22.03440,-42.99030,0.00,58001000,RIO PARAÍBA DO SUL,Setor Elétrico,Ativo
2442,Table2443,2442,UHE SIMPLÍCIO BARRAMENTO,58632000,5,58,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,ALÉM PARAÍBA-MG,-21.92030,-42.79330,0.00,58001000,RIO PARAÍBA DO SUL,Setor Elétrico,Ativo
2443,Table2444,2443,PAQUEQUER,58648001,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,CARMO-RJ,-21.87640,-42.63000,200.00,58570000,RIO PAQUEQUER,RHN,Ativo
2444,Table2445,2444,UHE ILHA DOS POMBOS RIO PAQUEQUER,58650500,5,58,00008 - LIGHT - Light Energia S.A,00008 - LIGHT - Light Energia S.A,CARMO-RJ,-21.92250,-42.61690,214.00,58570000,RIO PAQUEQUER,Setor Elétrico,Ativo
2445,Table2446,2445,UHE ILHA DOS POMBOS BARRAMENTO,58652000,5,58,00008 - LIGHT - Light Energia S.A,00008 - LIGHT - Light Energia S.A,CARMO-RJ,-21.85250,-42.60640,141.00,58001000,RIO PARAÍBA DO SUL,Setor Elétrico,Ativo
2446,Table2447,2446,UHE ILHA DOS POMBOS JUSANTE,58653500,5,58,00008 - LIGHT - Light Energia S.A,00008 - LIGHT - Light Energia S.A,CARMO-RJ,-21.83530,-42.58170,110.00,58001000,RIO PARAÍBA DO SUL,Setor Elétrico,Ativo
2447,Table2448,2447,ITAOCARA,58680001,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,ITAOCARA-RJ,-21.66580,-42.08110,65.00,58001000,RIO PARAÍBA DO SUL,RHN,Ativo
2448,Table2449,2448,CGH ITUERÊ MONTANTE 2,58712000,5,58,01130 - BRITO - Brito Energética Ltda.,01130 - BRITO - Brito Energética Ltda.,RIO POMBA-MG,-21.23360,-43.31920,512.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2449,Table2450,2449,CGH ITUERÊ MONTANTE 1,58713500,5,58,01130 - BRITO - Brito Energética Ltda.,01130 - BRITO - Brito Energética Ltda.,RIO POMBA-MG,-21.28720,-43.22860,500.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2450,Table2451,2450,CGH ITUERÊ BARRAMENTO,58713550,5,58,01130 - BRITO - Brito Energética Ltda.,01130 - BRITO - Brito Energética Ltda.,RIO POMBA-MG,-21.29940,-43.20860,496.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2451,Table2452,2451,CGH ITUERÊ JUSANTE,58713600,5,58,01130 - BRITO - Brito Energética Ltda.,01130 - BRITO - Brito Energética Ltda.,RIO POMBA-MG,-21.30390,-43.19920,446.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2452,Table2453,2452,PCH IVAN BOTELHO I MONTANTE 2,58729800,5,58,00688 - GRAPON - Centrais Hidrelétricas Grapon Ltda.,00688 - GRAPON - Centrais Hidrelétricas Grapon Ltda.,GUARANI-MG,-21.32580,-43.08440,404.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2453,Table2454,2453,GUARANI,58730001,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,GUARANI-MG,-21.35560,-43.05030,398.00,58600000,RIO POMBA,RHN,Ativo
2454,Table2455,2454,PCH IVAN BOTELHO I  MONTANTE,58730080,5,58,00688 - GRAPON - Centrais Hidrelétricas Grapon Ltda.,00688 - GRAPON - Centrais Hidrelétricas Grapon Ltda.,GUARANI-MG,-21.35940,-43.04940,419.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2455,Table2456,2455,PCH IVAN BOTELHO I BARRAMENTO,58730100,5,58,00688 - GRAPON - Centrais Hidrelétricas Grapon Ltda.,00688 - GRAPON - Centrais Hidrelétricas Grapon Ltda.,GUARANI-MG,-21.37440,-42.99420,0.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2456,Table2457,2456,PCH IVAN BOTELHO II BARRAMENTO,58730900,5,58,00714 - RIO POMBA - Rio Pomba Energética S.A,00714 - RIO POMBA - Rio Pomba Energética S.A,GUARANI-MG,-21.34530,-42.97060,0.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2457,Table2458,2457,PCH IVAN BOTELHO II JUSANTE.,58731000,5,58,00714 - RIO POMBA - Rio Pomba Energética S.A,00714 - RIO POMBA - Rio Pomba Energética S.A,GUARANI-MG,-21.33750,-42.96580,0.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2458,Table2459,2458,PCH ZÉ TUNIN MONTANTE,58731300,5,58,00741 - ZÉ TUNIN - Zé Tunin S.A,00741 - ZÉ TUNIN - Zé Tunin S.A,GUARANI-MG,-21.33610,-42.96670,316.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2459,Table2460,2459,PCH ZÉ TUNIN BARRAMENTO,58731500,5,58,00741 - ZÉ TUNIN - Zé Tunin S.A,00741 - ZÉ TUNIN - Zé Tunin S.A,GUARANI-MG,-21.31500,-42.94500,1812.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2460,Table2461,2460,PCH IVAN BOTELHO I RIO PARAOPEBA,58731700,5,58,00688 - GRAPON - Centrais Hidrelétricas Grapon Ltda.,00688 - GRAPON - Centrais Hidrelétricas Grapon Ltda.,ASTOLFO DUTRA-MG,-21.27250,-42.93830,0.00,58642000,RIO PARAOPEBA,Setor Elétrico,Ativo
2461,Table2462,2461,PCH IVAN BOTELHO III BARRAMENTO,58731800,5,58,01016 - LAGOA AZUL - Lagoa Azul Energética S.A.,01016 - LAGOA AZUL - Lagoa Azul Energética S.A.,ASTOLFO DUTRA-MG,-21.30360,-42.91390,0.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2462,Table2463,2462,PCH IVAN BOTELHO III JUSANTE,58732000,5,58,01016 - LAGOA AZUL - Lagoa Azul Energética S.A.,01016 - LAGOA AZUL - Lagoa Azul Energética S.A.,ASTOLFO DUTRA-MG,-21.30140,-42.90810,0.00,58600000,RIO POMBA,Setor Elétrico,Ativo
2463,Table2464,2463,ASTOLFO DUTRA,58735000,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,ASTOLFO DUTRA-MG,-21.30690,-42.86190,232.00,58600000,RIO POMBA,RHN,Ativo
2464,Table2465,2464,BARRA DO XOPOTÓ,58736000,5,58,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas,ASTOLFO DUTRA-MG,-21.29830,-42.81940,230.00,58651000,RIO XOPOTÓ,RHN,Ativo
2465,Table2466,2465,PCH ERVÁLIA MONTANTE,58737050,5,58,01061 - CEMIG LESTE - CEMIG  Geração Leste S.A.,01061 - CEMIG LESTE - CEMIG  Geração Leste S.A.,ERVÁLIA-MG,-20.90110,-42.65470,761.00,58650500,RIO BAGRE,Setor Elétrico,Ativo
2466,Table2467,2466,PCH ERVÁLIA BARRAMENTO,58737100,5,58,01061 - CEMIG LESTE - CEMIG  Geração Leste S.A.,01061 - CEMIG LESTE - CEMIG  Geração Leste S.A.,ERVÁLIA-MG,-20.90690,-42.66140,0.00,58650500,RIO BAGRE,Setor Elétrico,Ativo
2467,Table2468,2467,PCH PIAU BARRAMENTO,58745080,5,58,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,01060 - CEMIG SUL - CEMIG Geração Sul S.A.,PIAU-MG,-21.48970,-43.40280,0.00,58652100,RIO PIAU,Setor Elétrico,Ativo
